1	818.241699132
2	818.241699132
3	572.1588639637
4	260.1692382822
5	139.4059981041
6	83.6409331927
7	54.2257234363
8	36.9232623552
9	26.4819896627
10	19.5199986644
11	14.6427365019
12	11.5456014076
13	9.1770420001
14	7.4022060489
15	6.0616926058
16	5.0674899353
17	4.2704633855
18	3.629831023
19	3.1182758971
20	2.7137955481
21	2.3953591883
22	2.1228193922
23	1.8857287631
24	1.7039861345
25	1.5388119617
26	1.3979960475
27	1.2777231207
28	1.1650814331
29	1.0763133095
30	0.9896716167
31	0.9250529236
32	0.8603464532
33	0.8085001639
34	0.7581722772
35	0.7166827005
36	0.6786697658
37	0.6430421374
38	0.6133495264
39	0.5837955994
40	0.5594270708
41	0.5358856685
42	0.5138729388
43	0.4962060194
44	0.478677784
45	0.4618430895
46	0.448200948
47	0.4347071183
48	0.42138148
49	0.410242807
50	0.3996500053
51	0.38920778
52	0.3801356455
53	0.3714428133
54	0.3636728901
55	0.3558122828
56	0.3492465236
57	0.3426807644
58	0.3362027825
59	0.3301041029
60	0.3246893364
61	0.3193351044
62	0.3139203379
63	0.3091622417
64	0.3052784124
65	0.3013945831
66	0.297043032
67	0.2933075145
68	0.2893256379
69	0.2862762981
70	0.2829982324
71	0.2798005808
72	0.2763344259
73	0.2737425379
74	0.270921924
75	0.2686170318
76	0.2652409188
77	0.2627877148
78	0.2605728645
79	0.2589061501
80	0.2566912998
81	0.2544668217
82	0.2522519714
83	0.2501175352
84	0.2482700948
85	0.2461961931
86	0.2443487527
87	0.2422143165
88	0.2412920497
89	0.2395346512
90	0.2376872108
91	0.23662626
92	0.2350075455
93	0.233250147
94	0.2323278802
95	0.2307992076
96	0.2296453081
97	0.2285843573
98	0.2271943687
99	0.2256656961
100	0.2256656961
