1	4438.619294315
2	4438.619294315
3	1504.798975765
4	677.63262466
5	356.86340646
6	212.29243227
7	138.038764205
8	94.415016995
9	67.001178805
10	48.96110744
11	36.4073006
12	28.53572735
13	22.624230045
14	18.262818705
15	14.89566113
16	12.40075132
17	10.43087435
18	8.833711135
19	7.560082975
20	6.55337792
21	5.765311115
22	5.093463505
23	4.51484528
24	4.06659142
25	3.65619387
26	3.30134191
27	3.00840243
28	2.73810773
29	2.517164245
30	2.30117626
31	2.14090638
32	1.981875375
33	1.85681154
34	1.736703205
35	1.634456665
36	1.539643375
37	1.451196975
38	1.37920098
39	1.30596611
40	1.245292505
41	1.188335525
42	1.132789935
43	1.08980561
44	1.046821285
45	1.00631471
46	0.972175025
47	0.939274215
48	0.906373405
49	0.87966697
50	0.854371925
51	0.827838005
52	0.806259585
53	0.78592004
54	0.76575301
55	0.74665234
56	0.73144081
57	0.71622928
58	0.70101775
59	0.687045095
60	0.674311315
61	0.661577535
62	0.648843755
63	0.63734885
64	0.62850421
65	0.61965957
66	0.60940354
67	0.6005589
68	0.591541745
69	0.585174855
70	0.57756909
71	0.569963325
72	0.562185045
73	0.555818155
74	0.549451265
75	0.543084375
76	0.53654497
77	0.53017808
78	0.525050065
79	0.522572315
80	0.5174443
81	0.512316285
82	0.50718827
83	0.50329913
84	0.49940999
85	0.494281975
86	0.490392835
87	0.486503695
88	0.484025945
89	0.480136805
90	0.476247665
91	0.473769915
92	0.469880775
93	0.46723051
94	0.46475276
95	0.46086362
96	0.458213355
97	0.455735605
98	0.45308534
99	0.4491962
100	0.4491962
